PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2020-0095,3/26/2020,FOB - Field Operations Bureau,2nd District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown Drugs,Yes,Black,Male,38,0,4 feet to 6 feet,Male,Black,31,Medium,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0142,5/11/2020,FOB - Field Operations Bureau,4th District,Task Force,A,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,28,0,4 feet to 6 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2020-0143,5/11/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,44,0,7 feet to 10 feet,Male,Black,28,Medium,5'10'' to 6'0'',No,No,No,,Weapon Exhibited,No
FTN2019-0374,12/5/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (w/injury),L2,Unknown Drugs,Yes,Hispanic,Male,37,0,0 feet to 1 feet,Male,White,34,Medium,5'7'' to 5'9'',Yes,Yes,No,,refuse verbal commands,No
FTN2019-0374,12/5/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (w/injury),L2,Unknown Drugs,Yes,White,Male,30,0,0 feet to 1 feet,Male,White,34,Medium,5'7'' to 5'9'',Yes,Yes,No,,refuse verbal commands,No
FTN2019-0374,12/5/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (w/injury),L2,Unknown Drugs,Yes,Asian/Pacifi,Male,25,0,0 feet to 1 feet,Male,White,34,Medium,5'7'' to 5'9'',Yes,Yes,No,,refuse verbal commands,No
FTN2019-0374,12/5/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (w/injury),L2,Unknown Drugs,Yes,White,Male,47,0,0 feet to 1 feet,Male,White,34,Medium,5'7'' to 5'9'',Yes,Yes,No,,refuse verbal commands,No
FTN2019-0374,12/5/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (w/injury),L2,Unknown Drugs,Yes,White,Male,36,0,0 feet to 1 feet,Male,White,34,Medium,5'7'' to 5'9'',Yes,Yes,No,,refuse verbal commands,No
FTN2020-0121,4/20/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Mentally unstable,Yes,Black,Male,,0,7 feet to 10 feet,Female,Black,41,Medium,5'7'' to 5'9'',No,Yes,No,,Other,No
FTN2020-0075,3/11/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,32,0,0 feet to 1 feet,Male,Black,26,Medium,5'7'' to 5'9'',Yes,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0075,3/11/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Force (Defense Tech),L2,Unknown,Yes,Black,Male,39,0,0 feet to 1 feet,Male,Black,26,Medium,5'7'' to 5'9'',Yes,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0075,3/11/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Unknown,Yes,Black,Male,39,0,0 feet to 1 feet,Male,Black,26,Medium,5'7'' to 5'9'',Yes,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0075,3/11/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,37,0,0 feet to 1 feet,Male,Black,26,Medium,5'7'' to 5'9'',Yes,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0094,3/22/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,31,0,7 feet to 10 feet,Male,Hispanic,22,XLarge,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2020-0133,4/28/2020,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,Hispanic,Male,26,0,1 feet to 3 feet,Male,White,47,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0146,5/17/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,60,0,0 feet to 1 feet,Male,White,25,Medium,,No,No,No,,Tactical Deployments,No
FTN2020-0146,5/17/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,46,0,0 feet to 1 feet,Male,White,25,Medium,,No,No,No,,Tactical Deployments,No
FTN2020-0118,4/16/2020,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,39,0,15 feet to 18 feet,Male,Black,20,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,Yes
FTN2020-0118,4/16/2020,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,34,0,15 feet to 18 feet,Male,Black,20,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,Yes
FTN2020-0118,4/16/2020,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,34,0,15 feet to 18 feet,Male,Black,19,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,Yes
FTN2020-0118,4/16/2020,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,39,0,15 feet to 18 feet,Male,Black,19,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,Yes
FTN2019-0378,12/5/2019,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Unknown Shift Hours,Initial,Pending,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,33,0,7 feet to 10 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,No,,Flight from an Officer,No
FTN2019-0378,12/5/2019,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Unknown Shift Hours,Initial,Pending,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,43,0,7 feet to 10 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,No,,Flight from an Officer,No
FTN2019-0375,5/5/2020,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Hispanic,Male,32,0,0 feet to 1 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2019-0375,5/5/2020,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,34,0,0 feet to 1 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0112,4/12/2020,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,29,0,4 feet to 6 feet,Male,Black,30,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0112,4/12/2020,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Hispanic,Male,27,0,4 feet to 6 feet,Male,Black,30,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0112,4/12/2020,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Male,33,0,4 feet to 6 feet,Male,Black,30,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0088,3/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Female,25,0,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2020-0088,3/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,Black,Male,30,0,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2020-0088,3/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,28,0,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2020-0088,3/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,49,0,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2020-0088,3/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,33,0,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2020-0088,3/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,Black,Male,49,0,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2020-0088,3/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,Black,Male,35,0,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2020-0086,3/17/2020,FOB - Field Operations Bureau,4th District,Task Force,A,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Female,40,0,4 feet to 6 feet,Male,Asian,43,Medium,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0083,3/15/2020,FOB - Field Operations Bureau,1st District,,,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW,L4,Mentally unstable,Yes,White,Male,25,0,7 feet to 10 feet,Male,White,32,Small,5'7'' to 5'9'',No,Yes,No,,Resisting Officer w/Weapon,No
FTN2020-0091,3/19/2020,FOB - Field Operations Bureau,3rd District,Task Force,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,36,0,11 feet to 14 feet,Male,Black,13,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No
FTN2020-0092,3/19/2020,FOB - Field Operations Bureau,3rd District,Support Services,Staff,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,31,0,15 feet to 18 feet,Male,White,36,,,No,No,No,,Other,No
FTN2020-0144,3/18/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,42,0,1 feet to 3 feet,Male,White,38,Medium,5'10'' to 6'0'',Yes,No,Yes,,Weapon Exhibited,No
FTN2020-0144,3/18/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,,Male,,0,1 feet to 3 feet,Male,White,38,Medium,5'10'' to 6'0'',Yes,No,Yes,,Weapon Exhibited,No
FTN2020-0093,4/16/2020,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,Canine (No Bite),L2,Unknown,Yes,White,Male,61,0,15 feet to 18 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2020-0097,3/28/2020,FOB - Field Operations Bureau,Police Recruits,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Hispanic,Male,38,0,19 feet to 21 feet,Male,Black,50,Large,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
2020-0097,3/28/2020,FOB - Field Operations Bureau,Police Recruits,A Platoon,Patrol,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,,Yes,White,Male,27,0,7 feet to 10 feet,Male,White,35,,,No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0098,3/30/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown Drugs,Yes,Black,Male,48,0,0 feet to 1 feet,Male,Black,33,,,No,Yes,No,,refuse verbal commands,No
FTN2020-0098,3/30/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown Drugs,Yes,White,Male,37,0,0 feet to 1 feet,Male,Black,33,,,No,Yes,No,,refuse verbal commands,No
FTN2020-0098,3/30/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown Drugs,Yes,Black,Male,34,0,0 feet to 1 feet,Male,Black,33,,,No,Yes,No,,refuse verbal commands,No
FTN2020-0100,4/1/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Female,39,0,15 feet to 18 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2020-0101,4/2/2020,FOB - Field Operations Bureau,3rd District,Task Force A,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,42,0,7 feet to 10 feet,Male,White,41,Medium,5'4'' to 5'6'',No,No,Yes,,Tactical Deployments,No
FTN2020-0101,4/2/2020,FOB - Field Operations Bureau,3rd District,Task Force A,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,42,0,7 feet to 10 feet,Female,White,40,Medium,5'4'' to 5'6'',No,No,Yes,,Tactical Deployments,No
FTN2020-0102,4/3/2020,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown,No,Black,Male,43,0,0 feet to 1 feet,Male,Black,28,Medium,> 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0102,4/3/2020,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown,No,White,Male,49,0,0 feet to 1 feet,Male,Black,28,Medium,> 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0102,4/3/2020,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,No,Black,Male,43,0,0 feet to 1 feet,Male,Black,28,Medium,> 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0102,4/3/2020,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown,No,Black,Male,46,0,0 feet to 1 feet,Male,Black,28,Medium,> 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0148,5/20/2020,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,37,0,7 feet to 10 feet,Male,White,51,Medium,5'7'' to 5'9'',No,No,No,,Tactical Deployments,No
FTN2020-0126,5/22/2020,FOB - Field Operations Bureau,3rd District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,No,White,Female,23,0,7 feet to 10 feet,Male,Black,31,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2020-0126,5/22/2020,FOB - Field Operations Bureau,3rd District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Rifle (Pointed),L1,None detected,Yes,White,Male,40,0,7 feet to 10 feet,Male,Black,31,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2020-0126,5/22/2020,FOB - Field Operations Bureau,3rd District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Rifle (Pointed),L1,None detected,Yes,Black,Male,32,0,7 feet to 10 feet,Male,Black,31,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2020-0126,5/22/2020,FOB - Field Operations Bureau,3rd District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Canine (No Bite),L2,None detected,Yes,White,Male,52,0,7 feet to 10 feet,Male,Black,31,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2020-0105,4/8/2020,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Unknown Drugs,Yes,White,Female,48,0,11 feet to 14 feet,Male,Black,29,Small,5'0'' to 5'3'',No,No,Yes,,Flight from an Officer,No
FTN2020-0107,4/8/2020,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,30,0,4 feet to 6 feet,Male,Black,43,,,No,No,No,,refuse verbal commands,No
FTN2020-0107,4/8/2020,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,31,0,4 feet to 6 feet,Male,Black,43,,,No,No,No,,refuse verbal commands,No
FTN2020-0020,1/19/2020,FOB - Field Operations Bureau,4th District,B Platoon,Patrol,Unknown Working Status,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,31,0,4 feet to 6 feet,Male,Black,24,Medium,5'10'' to 6'0'',No,No,No,,Flight from an Officer,No
FTN2020-0019,1/18/2020,FOB - Field Operations Bureau,6th District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,No,Black,Male,43,0,1 feet to 3 feet,Female,Black,24,,,No,No,Yes,,Battery on Police Officer,No
FTN2020-0019,1/18/2020,FOB - Field Operations Bureau,6th District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,No,White,Male,33,0,1 feet to 3 feet,Female,Black,24,,,No,No,Yes,,Battery on Police Officer,No
FTN2020-0017,1/17/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,CEW Deployment,L2,None detected,No,White,Male,32,0,4 feet to 6 feet,Male,Black,18,Small,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2020-0016,1/15/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,7 feet to 10 feet,Male,Black,42,Medium,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No
FTN2020-0016,1/15/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,7 feet to 10 feet,Male,Black,42,Medium,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No
FTN2020-0016,1/15/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,7 feet to 10 feet,Male,White,24,Medium,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No
FTN2020-0016,1/15/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,7 feet to 10 feet,Male,White,24,Medium,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No
FTN2020-0015,1/13/2020,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,White,Male,37,0,4 feet to 6 feet,Male,Black,26,Small,6'1'' to 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0150,5/24/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,26,0,0 feet to 1 feet,Female,Black,35,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0150,5/24/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,28,0,0 feet to 1 feet,Female,Black,35,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0108,4/8/2020,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,54,0,0 feet to 1 feet,Male,Black,28,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0108,4/8/2020,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,28,0,0 feet to 1 feet,Male,Black,28,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0108,4/8/2020,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Unknown,Yes,Black,Male,38,0,0 feet to 1 feet,Male,Black,28,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0108,4/8/2020,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Unknown,Yes,Hispanic,Male,33,0,0 feet to 1 feet,Male,Black,28,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2019-0402,12/26/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,31,0,4 feet to 6 feet,Male,Black,18,,,No,No,No,,Flight from an Officer,No
